沟满壕平 gōu mǎn háo píng
沟满濠平 gōu mǎn háo píng
垢面蓬头 gòu miàn péng tóu
狗拿耗子 gǒu ná hào zǐ
狗跑儿浮 gǒu pǎo ér fú
狗屁不通 gǒu pì bù tōng
狗皮膏药 gǒu pí gāo yào
苟且偷安 gǒu qiě tōu ān
苟且偷生 gǒu qiě tōu shēng
苟且因循 gǒu qiě yīn xún
苟且之心 gǒu qiě zhī xīn
苟全性命 gǒu quán xìng mìng
诟如不闻 gòu rú bù wén
勾三搭四 gōu sān dā sì
钩深极奥 gōu shēn jí ào
钩深索隐 gōu shēn suǒ yǐn
钩深图远 gōu shēn tú yuǎn
钩深致远 gōu shēn zhì yuǎn
狗头狗脑 gǒu tóu gǒu nǎo
狗头军师 gǒu tóu jūn shī
狗头鼠脑 gǒu tóu shǔ nǎo
狗偷鼠窃 gǒu tōu shǔ qiè
勾头探脑 gōu tóu tàn nǎo
狗尾貂续 gǒu wěi diāo xù
狗尾续貂 gǒu wěi xù diāo
勾心斗角 gōu xīn dòu jiǎo
钩心斗角 gōu xīn dòu jiǎo
狗心狗行 gǒu xīn gǒu xíng
狗行狼心 gǒu xíng láng xīn
狗续貂尾 gǒu xù diāo wěi
狗续侯冠 gǒu xù hòu guàn
狗续金貂 gǒu xù jīn diāo
钩玄猎秘 gōu xuán liè mì
钩玄提要 gōu xuán tí yào
狗血淋漓 gǒu xiě lín lí
狗血淋头 gǒu xuè lín tóu
狗血喷头 gǒu xuè pēn tóu
苟延残喘 gǒu yán cán chuǎn
苟延残息 gǒu yán cán xī
狗眼看人 gǒu yǎn kàn rén
狗咬耗子 gǒu yǎo hào zǐ
钩弋夫人 gōu yì fū rén
狗蝇胡子 gǒu yíng hú zǐ
钩膺镂钖 gōu yīng lòu yáng
鞲鹰绁犬 gōu yīng xiè quǎn
沟犹瞀儒 gōu yóu mào rú
钩元提要 gōu yuán tí yào
钩元摘秘 gōu yuán zhāi mì
狗仗官势 gǒu zhàng guān shì
钩章棘句 gōu zhāng jí jù
狗仗人势 gǒu zhàng rén shì
钩爪锯牙 gōu zhǎo jù yá
狗彘不如 gǒu zhì bù rú
狗彘不若 gǒu zhì bù ruò
狗彘不食 gǒu zhì bù shí
雊雉升鼎 gòu zhì shēng dǐng
钩辀格磔 gōu zhōu gé zhé
狗追耗子 gǒu zhuī hào zǐ
钩子麻糖 gōu zi má táng
狗走狐淫 gǒu zǒu hú yín
孤傲不群 gū ào bù qún
固壁清野 gù bì qīng yě
孤标傲世 gū biāo ào shì
孤标独步 gū biāo dú bù
固步自封 gù bù zì fēng
故步自封 gù bù zì fēng
故步自画 gù bù zì huà
骨颤肉惊 gǔ chàn ròu jīng
孤辰寡宿 gū chén guǎ sù
孤臣孽子 gū chén niè zǐ
鹘城猿洞 hú chéng yuán dòng
孤俦寡匹 gū chóu guǎ pǐ
孤雏腐鼠 gū chú fǔ shǔ
故出人罪 gù chū rén zuì
鼓吹喧阗 gǔ chuī xuān tián
鼓唇弄舌 gǔ chún nòng shé
鼓唇摇舌 gǔ chún yáo shé
鼓唇咋舌 gǔ chún zǎ shé
孤雌寡鹤 gū cí guǎ hè
顾此失彼 gù cǐ shī bǐ
古道热肠 gǔ dào rè cháng
古典文学 gǔ diǎn wén xué
古典主义 gǔ diǎn zhǔ yì
古调不弹 gǔ diào bù tán
古调单弹 gǔ diào dān tán
古调独弹 gǔ diào dú tán
孤犊触乳 gū dú chù rǔ
孤独矜寡 gū dú guān guǎ
孤独鳏寡 gū dú guān guǎ
骨朵子直 gū duǒ zǐ zhí
辜恩背义 gū ēn bèi yì
孤恩负义 gū ēn fù yì
辜恩负义 gū ēn fù yì
古尔邦节 gǔ ěr bāng jié
孤儿寡妇 gū ér guǎ fù
顾而言他 gù ér yán tā
孤芳自赏 gū fāng zì shǎng
古肥今瘠 gǔ féi jīn jí
谷父蚕母 gǔ fù cán mǔ
鼓腹含哺 gǔ fù hán bǔ
鼓腹含和 gǔ fù hán hé
鼓腹击壤 gǔ fù jī rǎng
顾复之恩 gù fù zhī ēn
骨鲠在喉 gǔ gěng zài hóu
骨鲠之臣 gǔ gěng zhī chén
故宫禾黍 gù gōng hé shǔ
股肱之力 gǔ gōng zhī lì
诂诂蚩蚩 gǔ gǔ chī chī
轱轱辘辘 gū gū lù lù
鼓鼓囊囊 gǔ gǔ nāng nāng
呱呱坠地 gū gū zhuì dì
孤寡不谷 gū guǎ bù gǔ
孤寡鳏独 gū guǎ guān dú
骨寒毛竖 gǔ hán máo shù
孤鸿寡鹄 gū hóng guǎ hú
顾后瞻前 gù hòu zhān qián
骨化风成 gǔ huà fēng chéng
骨化形销 gǔ huà xíng xiāo
孤魂野鬼 gū hún yě guǐ
蛊惑人心 gǔ huò rén xīn
故伎重演 gù jì zhòng yǎn
故技重演 gù jì chóng yǎn
毂击肩摩 gǔ jī jiān mó
孤家寡人 gū jiā guǎ rén
故家乔木 gù jiā qiáo mù
骨甲文字 gǔ jiǎ wén zì
股价指数 gǔ jià zhǐ shù
故家子弟 gù jiā zǐ dì
故剑情深 gù jiàn qíng shēn
谷贱伤农 gǔ jiàn shāng nóng
鼓角齐鸣 gǔ jiǎo qí míng
毂交蹄劘 gǔ jiāo tí mó
古今谭概 gǔ jīn tán gài
古今小说 gǔ jīn xiǎo shuō
古今中外 gǔ jīn zhōng wài
鼓睛暴眼 gǔ jīng bào yǎn
古井不波 gǔ jǐng bù bō
诂经精舍 gǔ jīng jīng shè
孤经绝句 gū jīng jué jù
古井无波 gǔ jǐng wú bō
故旧不弃 gù jiù bù qì
孤军奋战 gū jūn fèn zhàn
孤军深入 gū jūn shēn rù
孤军作战 gū jūn zuò zhàn
顾客盈门 gù kè yíng mén
谷口耕夫 gǔ kǒu gēng fū
谷口躬耕 gǔ kǒu gōng gēng
谷口子真 gǔ kǒu zi zhēn
孤苦仃俜 gū kǔ dīng pīng
孤苦伶仃 gū kǔ líng dīng
孤苦零丁 gū kǔ líng dīng
古里古怪 gǔ lǐ gǔ guài
孤立寡与 gū lì guǎ yǔ
孤立无援 gū lì wú yuán
孤立无助 gū lì wú zhù
鹘伶声嗽 hú líng shēng sòu
孤陋寡闻 gū lòu guǎ wén
孤鸾寡鹄 gū luán guǎ hú
孤鸾照镜 gū luán zhào jìng
顾虑重重 gù lǜ chóng chóng
孤履危行 gū lǚ wēi xíng
谷马砺兵 gǔ mǎ lì bīng
古貌古心 gǔ mào gǔ xīn
顾命大臣 gù mìng dà chén
沽名吊誉 gū míng diào yù
沽名钓誉 gū míng diào yù
沽名干誉 gū míng gàn yù
沽名卖直 gū míng mài zhí
顾名思义 gù míng sī yì
沽名要誉 gū míng yào yù
古木参天 gǔ mù cān tiān
鼓脑争头 gǔ nǎo zhēng tóu
鼓馁旗靡 gǔ něi qí mí
故弄虚玄 gù nòng xū xuán
故弄玄虚 gù nòng xuán xū
顾盼多姿 gù pàn duō zī
顾盼神飞 gù pàn shén fēi
顾盼生辉 gù pàn shēng huī
顾盼生姿 gù pàn shēng zī
顾盼自豪 gù pàn zì háo
顾盼自雄 gù pàn zì xióng
鼓盆之戚 gǔ pén zhī qī
鼓旗相当 gǔ qí xiāng dāng
古腔古调 gǔ qiāng gǔ diào
顾曲周郎 gù qǔ zhōu láng
顾犬补牢 gù quǎn bǔ láo
顾全大局 gù quán dà jú
故人之意 gù rén zhī yì
骨肉离散 gǔ ròu lí sàn
骨肉团圆 gǔ ròu tuán yuán
骨肉未寒 gǔ ròu wèi hán
骨肉相残 gǔ ròu xiāng cán
骨肉相连 gǔ ròu xiāng lián
骨肉至亲 gǔ ròu zhì qīn
故入人罪 gù rù rén zuì
骨软筋麻 gǔ ruǎn jīn má
骨软筋酥 gǔ ruǎn jīn sū
骨软肉酥 gǔ ruǎn ròu sū
固若金汤 gù ruò jīn tāng
古色古香 gǔ sè gǔ xiāng
孤山处士 gū shān chǔ shì
鼓舌掀簧 gǔ shé xiān huáng
鼓舌扬唇 gǔ shé yáng chún
鼓舌摇唇 gǔ shé yáo chún
故甚其词 gù shèn qí cí
孤身只影 gū shēn zhī yǐng
古圣先贤 gǔ shèng xiān xián
古是今非 gǔ shì jīng fēi
骨瘦如柴 gǔ shòu rú chái
骨瘦如豺 gǔ shòu rú chái
骨瘦形销 gǔ shòu xíng xiāo
鼓衰力尽 gǔ shuāi lì jìn
故态复还 gù tài fù huán
故态复萌 gù tài fù méng
故态复作 gù tài fù zuò
骨腾肉飞 gǔ téng ròu fēi
骨头骨脑 gú tou gǔ nǎo
骨头架子 gú tou jià zi
故土难离 gù tǔ nán lí
孤豚腐鼠 gū tún fǔ shǔ
古往今来 gǔ wǎng jīn lái
姑妄听之 gū wàng tīng zhī
姑妄言之 gū wàng yán zhī
古为今用 gǔ wéi jīn yòng
孤文断句 gū wén duàn jù
鼓吻奋爪 gǔ wěn fèn zhǎo
古文经学 gǔ wén jīng xué
鼓吻弄舌 gǔ wěn nòng shé
孤文只义 gū wén zhī yì
故我依然 gù wǒ yī rán
鼓舞欢忻 gǔ wǔ huān xīn
鼓舞欢欣 gǔ wǔ huān xīn
鼓舞人心 gǔ wǔ rén xīn
姑息养奸 gū xī yǎng jiān
古稀之年 gǔ xī zhī nián
顾小失大 gù xiǎo shī dà
蛊心丧志 gǔ xīn sàng zhì
孤形吊影 gū xíng diào yǐng
孤行己见 gū xíng jǐ jiàn
孤行己意 gū xíng jǐ yì
孤行一意 gū xíng yī yì
孤悬浮寄 gū xuán fú jì
孤悬客寄 gū xuán kè jì
孤学坠绪 gū xué zhuì xù
瞽言萏议 gǔ yán dàn yì
鼓眼努睛 gǔ yǎn nǔ jīng
瞽言妄举 gǔ yán wàng jǔ
姑射神人 gū yè shén rén
孤阴独阳 gū yīn dú yáng
固阴冱寒 gù yīn hù hán
顾影惭形 gù yǐng cán xíng
顾景惭形 gù yǐng cán xíng
顾影弄姿 gù yǐng nòng zī
顾影自怜 gù yǐng zì lián
沽誉钓名 gū yù diào míng
沽誉买直 gū yù mǎi zhí
鼓乐齐鸣 gǔ yuè qí míng
鼓乐喧天 gǔ yuè xuān tiān
孤云野鹤 gū yún yě hè
股战而栗 gǔ zhàn ér lì
孤掌难鸣 gū zhǎng nán míng
股掌之上 gǔ zhǎng zhī shàng
固执成见 gù zhí chéng jiàn
固执己见 gù zhí jǐ jiàn
姑置勿论 gū zhì wù lùn
骨重神寒 gǔ zhòng shén hán
孤舟独桨 gū zhōu dú jiǎng
孤注一掷 gū zhù yī zhì
故作端庄 gù zuò duān zhuāng
故作高深 gù zuò gāo shēn
故作玄虚 gù zuò xuán xū
故作姿态 gù zuò zī tài
寡不敌众 guǎ bù dí zhòng
寡不胜众 guǎ bù shèng zhòng
刮肠洗胃 guā cháng xǐ wèi
瓜畴芋区 guā chóu yù qū
挂灯结彩 guà dēng jié cǎi
瓜瓞绵绵 guā dié mián mián
挂肚牵肠 guà dù qiān cháng
挂肚牵心 guà dù qiān xīn
寡二少双 guǎ èr shǎo shuāng
瓜分鼎峙 guā fēn dǐng zhì
瓜分豆剖 guā fēn dòu pōu
寡凫单鹄 guǎ fú dān hú
寡妇脸子 guǎ fù liǎn zǐ
瓜葛相连 guā gé xiāng lián
刮垢磨光 guā gòu mó guāng
刮垢磨痕 guā gòu mó hén
刮骨抽筋 guā gǔ chōu jīn
刮骨疗毒 guā gǔ liáo dú
刮骨去毒 guā gǔ qù dú
呱呱堕地 gū gū duò dì
刮刮匝匝 guā guā zā zā
刮刮咂咂 guā guā zā zā
刮刮杂杂 guā guā zá zá
刮刮拶拶 guā guā zā zā
刮刮燥燥 guā guā zào zào
挂冠归去 guà guān guī qù
挂冠求去 guà guān qiú qù
寡鹄孤鸾 guǎ hú gū luán
寡见少闻 guǎ jiàn shǎo wén
寡见鲜闻 guǎ jiàn xiǎn wén
瓜李之嫌 guā lǐ zhī xián
瓜连蔓引 guā lián màn yǐn
寡廉鲜耻 guǎ lián xiǎn chǐ
刮毛龟背 guā máo guī bèi
刮目相待 guā mù xiāng dài
刮目相见 guā mù xiāng jiàn
刮目相看 guā mù xiāng kàn
瓜剖豆分 guā pōu dòu fēn
瓜剖碁布 guā pōu qí bù
寡情薄意 guǎ qíng báo yì
瓜区豆分 guā qū dòu fēn
寡人之疾 guǎ rén zhī jí
瓜熟蒂落 guā shú dì luò
瓜田李下 guā tián lǐ xià
瓜田之嫌 guā tián zhī xián
寡闻少见 guǎ wén shǎo jiàn
挂席为门 guà xí wéi mén
寡信轻诺 guǎ xìn qīng nuò
瓜衍之赏 guā yǎn zhī shǎng
刮野扫地 guā yě sǎo dì
挂一钩子 guà yī gōu zi
挂一漏万 guà yī lòu wàn
挂印悬牌 guà yìn xuán pái
刮语烧书 guā yǔ shāo shū
瓜字初分 guā zì chū fēn
乖唇蜜舌 guāi chún mì shé
怪诞不经 guài dàn bù jīng
怪诞诡奇 guài dàn guǐ qí
怪怪奇奇 guài guài qí qí
怪里怪气 guài li guài qì
怪力乱神 guài lì luàn shén
拐良为娼 guǎi liáng wéi chāng
怪模怪样 guài mú guài yàng
乖僻邪谬 guāi pì xié miù
怪声怪气 guài shēng guài qì
怪事咄咄 guài shì duō duō
拐弯抹角 guǎi wān mò jiǎo
怪形怪状 guài xíng guài zhuàng
怪雨盲风 guài yǔ máng fēng
乖嘴蜜舌 guāi zuǐ mì shé
管鲍分金 guǎn bào fēn jīn
官报私仇 guān bào sī chóu
管鲍之交 guǎn bào zhī jiāo
官卑职小 guān bēi zhí xiǎo
官偪民反 guān bèng mín fǎn
官逼民反 guān bī mín fǎn
棺殡椁葬 guān bìn guǒ zàng
棺材瓤子 guān cái ráng zǐ
棺材楦子 guān cái xuàn zǐ
棺材座子 guān cái zuò zǐ
官仓老鼠 guān cāng láo shǔ
观场矮人 guān chǎng ǎi rén
官场如戏 guān chǎng rú xì
管城毛颖 guǎn chéng máo yǐng
贯穿今古 guàn chuān jīn gǔ
贯穿融会 guàn chuān róng huì
贯斗双龙 guàn dòu shuāng lóng
官法如炉 guān fǎ rú lú
观风察俗 guān fēng chá sú
灌夫骂坐 guàn fū mà zuò
灌夫骂座 guàn fū mà zuò
官复原职 guān fù yuán zhí
冠盖如云 guān gài rú yún
冠盖相望 guān gài xiāng wàng
关弓盘马 guān gōng pán mǎ
鳏寡孤独 guān guǎ gū dú
鳏寡孤惸 guān guǎ gū dì
鳏寡孤茕 guān guǎ gū qióng
鳏寡惸独 guān guǎ gū dú
鳏寡茕独 guān guǎ qióng dú
官官相护 guān guān xiāng hù
官官相为 guān guān xiāng wéi
官官相卫 guān guān xiāng wèi
观过知仁 guān guò zhī rén
官虎吏狼 guān hǔ lì láng
观化听风 guān huà tīng fēng
关怀备至 guān huái bèi zhì
观机而动 guān jī ér dòng
观机而作 guān jī ér zuò
管见所及 guǎn jiàn suǒ jí
纶巾羽扇 guān jīn yǔ shàn
冠屦倒施 guàn jù dǎo shī
冠绝一时 guàn jué yī shí
灌口二郎 guàn kǒu èr láng
管窥筐举 guǎn kuī kuāng jǔ
管窥蠡测 guǎn kuī lí cè
管窥蛙见 guǎn kuī wā jiàn
管窥之见 guǎn kuī zhī jiàn
管窥之说 guǎn kuī zhī shuō
管蠡窥测 guǎn lí kuī cè
官僚主义 guān liáo zhǔ yì
官僚资本 guān liáo zī běn
冠履倒易 guān lǚ dào yì
冠履倒置 guān lǚ dào zhì
关马郑白 guān mǎ zhèng bái
观貌察色 guān mào chá sè
观眉说眼 guān méi shuō yǎn
关门闭户 guēn mén bì hù
关门打狗 guān mén dǎ gǒu
关门大吉 guān mén dà jí
关门弟子 guān mén dì zǐ
关门落闩 guān mén luò shuān
关门主义 guān mén zhǔ yì
官迷心窍 guān mí xīn qiào
冠冕堂皇 guān miǎn táng huáng
管宁割席 guǎn níng gē xí
冠袍带履 guān páo dài lǚ
关情脉脉 guān qíng mài mài
官轻势微 guān qīng shì wēi
官情纸薄 guān qíng zhǐ báo
冠山戴粒 guàn shān dài lì
关山飞渡 guān shān fēi dù
关山迢递 guān shān tiáo dì
观山玩水 guān shān wán shuǐ
观山翫水 guān shān wàn shuǐ
关山阻隔 guān shān zǔ gé
冠上加冠 guān shàng jiā guān
冠上履下 guān shàng lǚ xià
官使妇人 guān shǐ fù rén
管谁筋疼 guǎn shuí jīn téng
官塘大路 guān táng dà lù
贯通融会 guàn tōng róng huì
管秃唇焦 guǎn tū chún jiāo
观望不前 guān wàng bù qián
观往知来 guān wǎng zhī lái
关西孔子 guān xī kǒng zǐ
关心民瘼 guān xīn mín mò
观衅伺隙 guān xìn sì xì
观形察色 guān xíng chá sè
贯朽粟陈 guàn xiǔ sù chén
贯朽粟腐 guàn xiǔ sù fǔ
贯朽粟红 guàn xiǔ sù hóng
官样文章 guān yàng wén zhāng
贯颐备戟 guàn yí bèi jǐ
惯一不着 guàn yī bù zháo
贯颐奋戟 guàn yí fèn jǐ
观音大士 guān yīn dà shì
贯盈恶稔 guàn yíng è rěn
观隅反三 guān yú fǎn sān
鳏鱼渴凤 guān yú kě fèng
贯鱼之次 guàn yú zhī cì
贯鱼之序 guàn yú zhī xù
贯月之辰 guàn yuè zhī chén
官运亨通 guān yùn hēng gōng
观者成堵 guān zhě chéng dǔ
观者如堵 guān zhě rú dǔ
观者如垛 guān zhě rú duǒ
观者如市 guān zhě rú shì
观者如云 guān zhě rú yún
观者如织 guān zhě rú zhī
观者云集 guān zhě yún jí
官止神行 guān zhǐ shén xíng
管中窥豹 guǎn zhōng kuī bào
管中窥天 guǎn zhōng kuī tiān
管仲随马 guǎn zhòng suí mǎ
棺中悬镜 guān zhōng xuán jìng
冠状动脉 guān zhuàng dòng mài
馆子门条 guǎn zǐ mén tiáo
广播电台 guǎng bō diàn tái
光彩夺目 guāng cǎi duó mù
光采夺目 guāng cǎi duó mù
光彩陆离 guāng cǎi lù lí
光彩耀目 guāng cǎi yào mù
光彩溢目 guāng cǎi yì mù
光车骏马 guāng chē jùn mǎ
光赤净杆 guāng chì jìng gǎn
广而言之 guǎng ér yán zhī
光风霁月 guāng fēng jì yuè
光复旧物 guāng fù jiù wù
光杆司令 guāng gǎn sī lìng
光怪陆离 guāng guài lù lí
光光荡荡 guāng guāng dàng dàng
光棍一条 guāng gùn yī tiáo
广寒仙子 guǎng hán xiān zǐ
光华夺目 guāng huá duó mù
光辉灿烂 guāng huī càn làn
广见洽闻 guǎng jiàn qià wén
广结良缘 guǎng jié liáng yuán
广开才路 guǎng kāi cái lù
广开言路 guǎng kāi yán lù
光可鉴人 guāng kě jiàn rén
广陵散绝 guǎng líng sǎn jué
光芒万丈 guāng máng wàn zhàng
光明洞彻 guāng míng dòng chè
光明磊落 guāng míng lěi luò
光明正大 guāng míng zhèng dà
广谋从众 guǎng móu cóng zhòng
广譬曲谕 guǎng pì qǔ yù
光前绝后 guāng qián jué hòu
光前启后 guāng qián qǐ hòu
光前裕后 guāng qián yù hòu
广厦万间 guǎng shà wàn jiān
光天化日 guāng tiān huà rì
广庭大众 guǎng tíng dà zhòng
广土众民 guǎng tǔ zhòng mín
广文先生 guǎng wén xiān sheng
广夏细旃 guǎng xià xì zhān
光纤通信 guāng xiān tōng xìn
光焰万丈 guāng yàn wàn zhàng
光阴荏苒 guāng yīn rěn rǎn
光阴如箭 guāng yīn rú jiàn
光阴似箭 guāng yīn sì jiàn
广种薄收 guǎng zhòng bó shōu
光宗耀祖 guāng zōng yào zǔ
诡变多端 guǐ biàn duō duān
贵不可言 guì bù kě yán
贵不期骄 guì bù qī jiāo
贵不召骄 guì bù zhào jiāo
龟长于蛇 guī cháng yú shé
鬼吵鬼闹 guǐ chǎo guǐ nào
规重矩叠 guī chóng jǔ dié
鬼出电入 guǐ chū diàn rù
贵出贱收 guì chū jiàn shōu
鬼出神入 guǐ chū shén rù
诡诞不经 guǐ dàn bù jīng
佹得佹失 guǐ dé guǐ shī
桂殿兰宫 guì diàn lán gōng
贵而贱目 guì ér jiàn mù
贵耳贱目 guì ěr jiàn mù
鬼风疙瘩 guǐ fēng gē dā
桂馥兰香 guì fù lán xiāng
鬼斧神工 guǐ fǔ shén gōng
柜格之松 guì gé zhī sōng
归根到底 guī gēn dào dǐ
归根结底 guī gēn jié dǐ
归根结柢 guī gēn jié dǐ
归根结蒂 guī gēn jié dì
归根究柢 guī gēn jiū dǐ
桂宫兰殿 guì gōng lán diàn
鬼工雷斧 guǐ gōng léi fǔ
鬼功神力 guǐ gōng shén lì
贵古贱今 guì gǔ jiàn jīn
鬼鬼啾啾 guǐ guǐ jiū jiū
规规矩矩 guī guī jǔ jǔ
鬼鬼溜溜 guǐ guǐ liū liū
规规默默 guī guī mò mò
鬼鬼祟祟 guǐ guǐ suì suì
鬼鬼头头 guǐ guǐ tóu tóu
鬼鬼魆魆 guǐ guǐ xū xū
龟鹤遐龄 guī hè xiá líng
龟鹤遐寿 guī hè xiá shòu
鬼话连篇 guǐ huà lián piān
瞶祸翫灾 guì huò wàn zāi
鬼计百端 guǐ jì bǎi duān
诡计多端 guǐ jì duō duān
鬼计多端 guǐ jì duō duān
贵极人臣 guì jí rén chén
龟甲屏风 guī jiá píng fēng
贵贱高下 guì jiàn gāo xià
贵贱无常 guì jiàn wú cháng
贵贱无二 guì jiàn wú èer
圭角岸然 guī jiǎo àn rán
圭角不露 guī jiǎo bù lù
桂酒椒浆 guì jiǔ jiāo jiāng
规矩钩绳 guī jǔ gōu shéng
规矩绳墨 guī jǔ shéng mò
规矩准绳 guī jǔ zhǔn shéng
诡谲多变 guǐ jué duō biàn
诡谲怪诞 guǐ jué guài dàn
鬼瞰高明 guǐ kàn gāo míng
鬼瞰其室 guǐ kàn qí shì
鬼刻神劖 guǐ kè shén chán
鬼哭狼嗥 guǐ kū láng háo
鬼哭狼嚎 guǐ kū láng háo
鬼哭神愁 guǐ kū shén chóu
鬼哭神号 guǐ kū shén hào
鬼哭神嚎 guǐ kū shén háo
鬼哭神惊 guǐ kū shén jīng
鬼哭粟飞 guǐ kū sù fēi
鬼哭天愁 guǐ kū tiān chóu
鬼烂神焦 guǐ làn shén jiāo
归了包堆 guī le bāo duī
龟冷搘床 guī lěng zhī chuáng
龟冷支床 guī lěng zhī chuáng
归里包堆 guī lǐ bāo duī
鬼里鬼气 guǐ lǐ guǐ qì
桂林杏苑 guì lín xìng yuàn
桂林一枝 guì lín yī zhī
龟龄鹤算 guī líng hè suàn
龟龙鳞凤 guī lóng lín fèng
龟龙麟凤 guī lóng lín fèng
龟龙片甲 guī lóng piàn jiǎ
归马放牛 guī mǎ fàng niú
贵卖贱买 guì mài jiàn mǎi
龟毛兔角 guī máo tù jiǎo
鬼魅伎俩 guǐ mèi jì liǎng
诡秘莫测 guǐ mì mò cè
鬼迷心窍 guǐ mí xīn qiào
鬼摸脑壳 guǐ mō nǎo ké
鬼魔三道 guǐ mó sān dào
刿目怵心 guì mù chù xīn
刿目鉥心 guì mù xù xīn
龟年鹤寿 guī nián hè shòu
龟年鹤算 guī nián hè suàn
贵农贱商 guì nóng jiàn shāng
鬼怕恶人 guǐ pà èr én
归奇顾怪 guī qí gù guài
鬼泣神号 guǐ qì shén hào
鬼泣神嚎 guǐ qì shén háo
规卿希牧 guī qīng xī mù
规求无度 guī qiú wú dù
归去来兮 guī qù lái xī
归去来子 guī qù lái zǐ
归全反真 guī quán fǎn zhēn
贵人多忘 guì rén duō wàng
贵人贱己 guì rén jiàn jǐ
贵人善忘 guì rén shàn wàng
贵少贱老 guì shǎo jiàn lǎo
桂折兰摧 guì shé lán cuī
鬼设神使 guǐ shè shén shǐ
桂折一枝 guì shé yī zhī
鬼神不测 guǐ shén bù cè
鬼神莫测 guǐ shén mò cè
规绳矩墨 guī shéng jǔ mò
归十归一 guī shí guī yī
鬼使神差 guǐ shǐ shén chāi
鬼宿渡河 guǐ sù dù hé
桂髓椒浆 guì suǐ jiāo jiāng
规天矩地 guī tiān jǔ dì
鬼头鬼脑 guǐ tóu guǐ nǎo
鬼头滑脑 guǐ tóu huá nǎo
鬼头魔眼 guǐ tóu mó yǎn
贵王贱霸 guì wáng jiàn bà
龟文鸟迹 guī wén niǎo jì
轨物范世 guī wù fàn shì
规贤矩圣 guī xián jǔ shèng
诡衔窃辔 guǐ xián qiè pèi
归邪转曜 guī xié zhuǎn yào
刿心怵目 guì xīn chù mù
刿心刳肺 guì xīn kū fèi
刿心刳腹 guì xīn kū fù
归心如箭 guī xīn rú jiàn
归心似箭 guī xīn sì jiàn
刿心鉥肾 guì xīn xù shèn
桂薪玉粒 guì xīn yù lì
鬼形怪状 guǐ xíng guài zhuàng
规行矩步 guī xíng jǔ bù
规行矩止 guī xíng jǔ zhǐ
诡形奇制 guǐ xíng qí zhì
鬼星石室 guǐ xīng shí shì
佹形僪状 guǐ xíng yù zhuàng
刿鉥肝肾 guì xù gān shèn
刿鉥心腑 guì xù xīn fǔ
规旋矩折 guī xuán jǔ shé
癸穴庚涡 guǐ xué gēng wō
诡雅异俗 guǐ yǎ yì sú
龟厌不告 guī yàn bù gào
诡言浮说 guǐ yán fú shuō
规言矩步 guī yán jǔ bù
瑰意奇行 guī yì qí xíng
瑰意琦行 guī yì qí xíng
贵阴贱璧 guì yīn jiàn bì
闺英闱秀 guī yīng wéi xiù
龟玉毁椟 guī yù huǐ dú
鬼蜮伎俩 guǐ yù jì liǎng
鬼蜮技俩 guǐ yù jì liǎng
桂玉之地 guì yù zhī dì
贵远鄙近 guì yuǎn bǐ jìn
贵远贱近 guì yuǎn jiàn jìn
规圆矩方 guī yuán jǔ fāng
贵在知心 guì zài zhī xīn
鬼咤狼嚎 guǐ zhà láng háo
鬼张鬼智 guǐ zhāng guǐ zhì
归帐路头 guī zhàng lù tóu
圭璋特达 guī zhāng tè dá
珪璋特达 guī zhāng tè dá
归真反朴 guī zhēn fǎn pǔ
归真反璞 guī zhēn fǎn pú
归真返璞 guī zhēn fǎn pú
鬼阵头风 guǐ zhèn tóu fēng
归正邱首 guī zhèng qiū shǒu
归正守丘 guī zhèng shǒu qiū
归正首丘 guī zhèng shǒu qiū
归正首邱 guī zhèng shǒu qiū
桂枝片玉 guì zhī piàn yù
归之若水 guī zhī ruò shuǐ
规重矩迭 guī zhòng jǔ dié
鬼抓狼嚎 guǐ zhuā láng háo
贵壮贱老 guì zhuàng jiàn lǎo
贵壮贱弱 guì zhuàng jiàn ruò
桂子兰孙 guì zǐ lán sūn
桂子飘香 guì zǐ piāo xiāng
滚瓜儿圆 gǔn guā ér yuán
滚瓜烂熟 gǔn guā làn shú
滚瓜流水 gǔn guā liú shuǐ
滚瓜流油 gǔn guā liú yóu
滚瓜溜圆 gǔn guā liū yuán
滚滚滔滔 gǔn gǔn tāo tāo
衮衮诸公 gǔn gǔn zhū gōng
衮实无阙 gǔn shí wú què
衮衣西归 gǔn yī xī guī
衮衣绣裳 gǔn yī xiù cháng
衮衣以归 gǔn yī yǐ guī
滚圆溜胖 gǔn yuán liū pàng
国步艰难 guó bù jiān nán
国不堪贰 guo bu kan er
果不其然 guǒ bu qí rán
国仇家恨 guó chóu jiā hèn
过此以往 guò cǐ yǐ wǎng
过从甚密 guò cóng shèn mì
过都历块 guò dū lì kuài
过而能改 guò ér néng gǎi
国尔忘家 guó ěr wàng jiā
国而忘家 guó ér wàng jiā
国耳忘家 guó ěr wàng jiā
国防文学 guó fáng wén xué
国富兵强 guó fù bīng qiáng
过府冲州 guò fǔ chōng zhōu
国富民安 guó fù mín ān
国富民丰 guó fù mín fēng
国富民强 guó fù mín qiáng
过关斩将 guò guān zhǎn jiàng
虢国夫人 guó guó fū rén
聒聒焦焦 guō guō jiāo jiāo
过海和尚 guò hǎi hé shàng
过河拆桥 guò hé chāi qiáo
过河卒子 guò hé zú zǐ
过化存神 guò huà cún shén
郭伋待期 guō jí dài qī
