八斗之才 bā dǒu zhī cái 42100
把饭叫饥 bǎ fàn jiào jī 3290
八方风雨 bā fāng fēng yǔ 10100
八方呼应 bā fāng hū yìng 7880
八方支持 bā fāng zhī chí 361000
八方支援 bā fāng zhī yuán 41100
八府巡按 bā fǔ xún àn 382000
扒高踩低 bā gāo cǎi dī 10100
巴高望上 bā gāo wàng shàng 4410
巴高枝儿 bā gāo zhī ér 7870
八功德水 bā gōng dé shuǐ 198000
八卦方位 bā guà fāng wèi 225000
八观六验 bā guān liù yàn 3340000
拔锅卷席 bá guō juǎn xí 2820
八国联军 bā guó lián jūn 154000
八纮同轨 bā hóng tóng guǐ 4210
跋扈飞扬 bá hù fēi yáng 16500
跋扈将军 bá hù jiāng jūn 38000
跋胡疐尾 bá hú zhì wěi 4110
跋扈恣睢 bá hù zì suī 2660
跋扈自恣 bá hù zì zì 3980
八荒之外 bā huāng zhī wài 4950
拔火罐子 bá huǒ guàn zi 97700
拔剑论功 bá jiàn lùn gōng 3180
八街九陌 bā jiē jiǔ mò 6610
扒街淘空 bā jiē táo kōng 45
把酒持螯 bǎ jiǔ chí áo 3550
拔葵啖枣 bá kuí dàn zǎo 3320
拔葵去织 bá kuí qù zhī 3860
拔来报往 bá lái fù wǎng 3420
跋来报往 bá lái fù wǎng 3290
拔类超群 bá lèi chāo qún 3880
巴黎和会 bā lí hé huì 64700
霸陵醉尉 bà líng zuì wèi 2870
跋履山川 bá lǚ shān chuān 4320
拔毛济世 bá máo jì shì 3220
拔毛连茹 bá máo lián rú 3620
拔茅连茹 bá máo lián rú 7310
八米卢郎 bā mǐ lú láng 5850000
八面见光 bā miàn jiàn guāng 31500
八面玲珑 bā miàn líng lóng 59400
八面驶风 bā miàn shǐ fēng 5370
八面受敌 bā miàn shòu dí 5730
八面威风 bā miàn wēi fēng 27200
八面莹澈 bā miàn yíng chè 4800
八面圆通 bā miàn yuán tōng 4390
八面张罗 bā miàn zhāng luo 5890
拔苗助长 bá miáo zhù zhǎng 61000
八难三灾 bā nàn sān zāi 4460
八旗子弟 bā qí zi dì 38400
跋前踕后 bá qián jié hòu 12000
八千卷楼 bā qiān juàn lóu 25500
巴前算后 bā qián suàn hòu 8940
跋前疐后 bá qián zhì hòu 21100
跋前踬后 bá qián zhì hòu 11500
霸权主义 bà quán zhǔ yì 130000
拔群出萃 bá qún chū cuì 2770
八人大轿 bā rén dà jiào 37300
巴人下里 bā rén xià lǐ 8510
霸闰之朝 bà rùn zhī cháo 277000
巴三揽四 bā sān lǎn sì 8650000
巴三览四 bā sān lǎn sì 5260
拔山超海 bá shān chāo hǎi 6160
巴山度岭 bā shān dù lǐng 3940
拔山盖世 bá shān gài shì 9730
拔山扛鼎 bá shān gāng dǐng 15700
拔山举鼎 bá shān jǔ dǐng 16700
跋山涉川 bá shān shè chuān 3970
跋山涉水 bá shān shè shuǐ 74800
巴山蜀水 bā shān shǔ shuǐ 25800
巴山夜雨 bā shān yè yǔ 45700
巴山越岭 bā shān yuè lǐng 3750
拔舌地狱 bá shé dì yù 25100
跋涉山川 bá shè shān chuān 4440
八声甘州 bā shēng gān zhōu 67000
拔十得五 bá shí dé wǔ 5290
拔十失五 bá shí shī wǔ 6290
八十四调 bā shí sì diào 1000000
八十种好 bā shí zhǒng hǎo 496000
拔树撼山 bá shù hàn shān 138000
拔树搜根 bá shù sōu gēn 4040
拔树削迹 bá shù xiāo jì 80200
拔树寻根 bá shù xún gēn 4490
把素持斋 bǎ sù chí zhāi 5010
八抬大轿 bā tái dà jiào 15700
巴头探脑 bā tóu tàn nǎo 3890
八万四千 bā wàn sì qiān 42100
把玩无厌 bǎ wán wǔ yàn 4660
霸王别姬 bà wáng bié jī 290000
霸王风月 bà wáng fēng yuè 6570
霸王卸甲 bà wáng xiè jiǎ 51200
八王之乱 bā wáng zhī luàn 24200000
霸王之资 bà wáng zhī zī 198000
拔犀擢象 bá xī zhuó xiàng 5240
拔辖投井 bá xiá tóu jǐng 2990
八仙过海 bā xiān guò hǎi 213000
拔新领异 bá xīn lǐng yì 4190
把薪助火 bǎ xīn zhù huǒ 5010
八音迭奏 bā yīn dié zòu 6590
八音遏密 bā yīn è mì 4480
八音领袖 bā yīn lǐng xiù 210000
拔宅飞升 bá zhái fēi shēng 4490
拔宅上升 bá zhái shàng shēng 3780
拔赵易汉 bá zhào yì hàn 4130
拔着短筹 bá zhe duǎn chóu 40600
八珍玉食 bā zhēn yù shí 19300
拔帜树帜 bá zhì shù zhì 3560
拔帜易帜 bá zhì yì zhì 5760
跋烛之咨 bá zhú zhī zī 48
八砖学士 bā zhuān xué shì 3410
八字打开 bā zì dǎ kāi 5280
八字门楼 bā zì mén lóu 25300
八座尚书 bā zuò shàng shū 145000
摆八卦阵 bǎi bā guà zhèn 29500
百八真珠 bǎi bā zhēn zhū 55800
白白朱朱 bái bái zhū zhū 4650
百般刁难 bǎi bān diāo nàn 31600
百般奉承 bǎi bān fèng chéng 6010
百般抚慰 bǎi bān fǔ wèi 16600
百般无赖 bǎi bān wú lài 18200
百般折磨 bǎi bān zhé mó 40100
百宝万货 bǎi bǎo wàn huò 165000
百弊丛生 bǎi bì cóng shēng 4700
白璧青蝇 bái bì qīng yíng 5540
白璧三献 bái bì sān xiàn 13000
白璧微瑕 bái bì wēi xiá 14000
白璧无瑕 bái bì wú xiá 19600
百步穿杨 bǎi bù chuān yáng 70500
百不当一 bǎi bù dāng yī 25700
百不获一 bǎi bù huò yī 19600
百不失一 bǎi bù shī yī 27200
败不旋踵 bài bù xuán zhǒng 3600
百不一存 bǎi bù yī cún 6300
百不一贷 bǎi bù yī dài 1350000
百不一遇 bǎi bù yī yù 2070000
败材伤锦 bài cái shāng jǐn 2800
白草黄云 bái cǎo huáng  yún 13900
百城之富 bǎi chéng zhī fù 23500000
柏成子高 bǎi chéng zǐ gāo 2030000
百尺竿头 bǎi chǐ gān tóu 64700
白齿青眉 bái chǐ qīng méi 563000
百尺无枝 bǎi chǐ wú zhī 496000
百虫将军 bǎi chóng jiāng jūn 300000
百川朝海 bǎi chuān cháo hǎi 980000
百川赴海 bǎi chuān fù hǎi 7890000
百川归海 bǎi chuān guī hǎi 22800
百辞莫辩 bǎi cí mò biàn 4250
拜赐之师 bài cì zhī shī 2670
百代过客 bǎi dài guò kè 6110
百代文宗 bǎi dài wén zōng 6750
拜倒辕门 bài dǎo yuán mén 4200
败德辱行 bài dé rǔ xíng 3280
白地将军 bái dì jiāng jūn 566000
白藋同心 bái diào tóng xīn 8010
白丁俗客 bái dīng sú kè 4270
百读不厌 bǎi dú bù yàn 36100
百堵皆作 bǎi dǔ jiē zuò 3520
百端待举 bǎi duān dài jǔ 8740
百端交集 bǎi duān jiāo jí 39200
拜恩私室 bài ēn sī shì 3610
稗耳贩目 bài ěr fàn mù 11800
百二关河 bǎi èr guān hé 885000
百二河山 bǎi èr hé shān 4000
百二金瓯 bǎi èr jīn ōu 43700
百二山川 bǎi èr shān chuān 238000
百二山河 bǎi èr shān hé 5420
百发百中 bǎi fā bǎi zhòng 75100
白发苍苍 bái fà cāng cāng 81300
白发苍颜 bái fà cāng yán 7300
白发丹心 bái fà dān xīn 3820
白发红颜 bái fà hóng yán 7520
败法乱纪 bài fǎ luàn jì 3210
白发千丈 bái fà qiān zhàng 4290
白发青衫 bái fà qīng shān 5060
白发朱颜 bái fà zhū yán 4130
百凡待举 bǎi fán dài jǔ 56900
白饭青刍 bái fàn qīng chú 4050
百废待举 bǎi fèi dài jǔ 8220
百废待兴 bǎi fèi dài xīng 37400
百废俱举 bǎi fèi jù jǔ 197000
百废具举 bǎi fèi jù jǔ 418000
百废俱兴 bǎi fèi jù xīng 13200
百废具兴 bǎi fèi jù xīng 594000
百废具作 bǎi fèi jù zuò 2690000
白费口舌 bái fèi kǒu shé 8250
百废咸举 bǎi fèi xián jǔ 233000
百分之百 bǎi fēn zhī bǎi 487000
百福具臻 bǎi fú jù zhēn 1610000
百感交集 bǎi gǎn jiāo jí 78900
白骨露野 bái gǔ lù yě 3390
白骨再肉 bái gǔ zài ròu 3040
败鼓之皮 bài gǔ zhī pí 3950
百怪千奇 bǎi guài qiān qí 3240000
白冠厘缨 bái guān lí yīng 47
稗官小说 bài guān xiǎo shuō 34300
稗官野史 bài guān yě shǐ 15300
拜鬼求神 bài guǐ qiú shén 14200
白圭之玷 bái guī zhī diàn 7280
百鬼众魅 bǎi guǐ zhòng mèi 743000
拜衮之岁 bài gǔn zhī suì 20000
败国丧家 bài guó sàng jiā 3730
败国亡家 bài guó wáng jiā 8610
百骸九窍 bǎi hái jiǔ qiào 207000
白鹤晾翅 bái hè liàng chì 12800
捭阖纵横 bǎi hé zòng héng 7900
白黑不分 bái hēi  bù  fēn 32600
白黑颠倒 bái hēi diān dǎo 3330
白黑分明 bái hēi fēn míng 5960
白虹贯日 bái hóng guàn rì 130000
白话八股 bái huà bā gǔ 18600
百花龙锦 bǎi huā lóng jǐn 299000
百花齐放 bǎi huā qí fàng 199000
败化伤风 bài huà shāng fēng 4750
百花生日 bǎi huā shēng rì 8410
百花争妍 bǎi huā zhēng yán 19000
百花争艳 bǎi huā zhēng yàn 65000
白华之怨 bái huá zhī yuàn 4650
百堕俱举 bǎi huī jù jǔ 15600
百喙莫辩 bǎi huì mò biàn 346000
百喙难辩 bǎi huì nán biàn 552000
百喙难辞 bǎi huì nán cí 280000
百卉千葩 bǎi huì qiān pā 14200
百喙如一 bǎi huì rú yī 12500000
百喙一词 bǎi huì yī cí 3740000
百计千方 bǎi jì qiān fāng 3890
百计千谋 bǎi jì qiān móu 25800
百计千心 bǎi jì qiān xīn 46700
败绩失据 bài jì shī jù 2760
百鸡问题 bǎi jī wèn tí 745000
白袷蓝衫 bái jiá lán shān 14400
百家争鸣 bǎi jiā zhēng míng 239000
败将残兵 bài jiàng cán bīng 3080
拜将封侯 bài jiàng fēng hóu 15900
百结愁肠 bǎi jié chóu cháng 19300
百结悬鹑 bǎi jié xuán chún 72300
白金龟龙 bái jīn guī lóng 238000
白金三品 bái jīn sān pǐn 47300
拜金主义 bài jīn zhǔ yì 89600
败井颓垣 bài jǐng tuí yuán 4370
百举百捷 bǎi jǔ bǎi jié 2450000
百举百全 bǎi jǔ bǎi quán 5120
白驹过郄 bái jū guò xì 204000
白驹过隙 bái jū guò xì 83700
白驹空谷 bái jū kōng gǔ 32600
败军之将 bài jūn zhī jiàng 10600
掰开揉碎 bāi kāi róu suì 17800
百科全书 bǎi kē quán shū 1990000
百孔千创 bǎi kǒng qiān chuāng 397000
百孔千疮 bǎi kǒng qiān chuāng 15100
百口莫辩 bǎi kǒu mò biàn 28000
百口难分 bǎi kǒu nán fēn 17500
百口同声 bǎi kǒu tóng shēng 102000
白蜡明经 bái là míng jīng 3890
白浪掀天 bái làng xiān tiān 4770
摆老资格 bǎi lǎo zī gé 369000
百里挑一 bǎi lǐ tiāo yī 334000
百里之才 bǎi lǐ zhī cái 14200
百里之命 bǎi lǐ zhī mìng 145000
百炼成刚 bǎi liàn chéng gāng 198000
百炼成钢 bǎi liàn chéng gāng 47000
百了千当 bǎi liǎo qiān dāng 4210
败鳞残甲 bài lín cán jiǎ 5460
百伶百俐 bǎi líng bǎi lì 12400
百龄眉寿 bǎi líng méi shòu 3820
败柳残花 bài liǔ cán huā 5560
摆龙门阵 bǎi lóng mén zhèn 94100
白龙鱼服 bái lóng yú fú 9900
白鹿皮币 bái lù pí bì 37100
白鹭转花 bái lù zhuǎn huā 248000
拜洛受图 bài luò shòu tú 1460000
百虑一致 bǎi lǜ yī zhì 21100
百虑攒心 bǎi lǜ zǎn xīn 12600
白马清流 bái mǎ qīng liú 25000
白马三郎 bái mǎ sān láng 20700
白旄黄钺 bái máo huáng yuè 4120
白眉赤眼 bái méi chì yǎn 4260
百媚千娇 bǎi mèi qiān jiāo 76900
摆迷魂阵 bǎi mí hún zhèn 16900
百密一疏 bǎi mì yī shū 5220000
白面儒冠 bái miàn rú guān 15000
白面儒生 bái miàn rú shēng 12300
白面书郎 bái miàn shū láng 22300
白面书生 bái miàn shū shēng 23300
百谋千计 bǎi móu qiān jì 217000
百年不遇 bǎi nián bù yù 39800
百年大计 bǎi nián dà jì 43500
百年大业 bǎi nián dà yè 102000
百年好合 bǎi nián hǎo hé 653000
百年好事 bǎi nián hǎo shì 129000
百念皆灰 bǎi niàn jiē huī 5890
百年难遇 bǎi nián nán yù 25900
百年树人 bǎi nián shù rén 90500
百年偕老 bǎi nián xié lǎo 7440
百年谐老 bǎi nián xié lǎo 43000
百年之柄 bǎi nián zhī bǐng 3570
百年之好 bǎi nián zhī hǎo 13200
百年之后 bǎi nián zhī hòu 36100
百年之业 bǎi nián zhī yè 853000
百年之约 bǎi nián zhī yuē 761000
百鸟朝凤 bǎi niǎo cháo fèng 128000
百品千条 bǎi pǐn qiān tiáo 1360000
白帢青衫 bái jiá qīng shān 3420
百巧成穷 bǎi qiǎo chéng qióng 974000
百巧千穷 bǎi qiǎo qiān qióng 5440
百忍成金 bǎi rěn chéng jīn 16100000
白日飞升 bái rì fēi shēng 30200
白日见鬼 bái rì jiàn guǐ 11800
白日青天 bái rì qīng tiān 60900
白日上升 bái rì shàng shēng 27200
白日升天 bái rì shēng tiān 7750
白日绣衣 bái rì xiù yī 3640
白日衣绣 bái rì yì xiù 4000
白日作梦 bái rì zuò mèng 34200
白日做梦 bái rì zuò mèng 34000
白色恐怖 bái sè kǒng bù 93200
白山黑水 bái shān hēi shuǐ 45100
百舍重茧 bǎi shè chóng jiǎn 4410
百舍重趼 bǎi shè chóng jiǎn 144000
百舌之声 bǎi shé zhī shēng 8790
百身何赎 bǎi shēn hé shú 4430
