故弄玄虚   gu4 nong4 xuan2 xu1
顾盼多姿   gu4 pan4 duo1 zi1
顾盼神飞   gu4 pan4 shen2 fei1
顾盼生辉   gu4 pan4 sheng1 hui1
顾盼生姿   gu4 pan4 sheng1 zi1
顾盼自豪   gu4 pan4 zi4 hao2
顾盼自雄   gu4 pan4 zi4 xiong2
鼓盆之戚   gu3 pen2 zhi1 qi1
鼓旗相当   gu3 qi2 xiang1 dang1
古腔古调   gu3 qiang1 gu3 diao4
顾曲周郎   gu4 qu3 zhou1 lang2
顾犬补牢   gu4 quan3 bu3 lao2
顾全大局   gu4 quan2 da4 ju2
故人之意   gu4 ren2 zhi1 yi4
骨肉离散   gu3 rou4 li2 san4
骨肉团圆   gu3 rou4 tuan2 yuan2
骨肉未寒   gu3 rou4 wei4 han2
骨肉相残   gu3 rou4 xiang1 can2
骨肉相连   gu3 rou4 xiang1 lian2
骨肉至亲   gu3 rou4 zhi4 qin1
故入人罪   gu4 ru4 ren2 zui4
骨软筋麻   gu3 ruan3 jin1 ma2
骨软筋酥   gu3 ruan3 jin1 su1
骨软肉酥   gu3 ruan3 rou4 su1
固若金汤   gu4 ruo4 jin1 tang1
古色古香   gu3 se4 gu3 xiang1
孤山处士   gu1 shan1 chu3 shi4
鼓舌掀簧   gu3 she2 xian1 huang2
鼓舌扬唇   gu3 she2 yang2 chun2
鼓舌摇唇   gu3 she2 yao2 chun2
故甚其词   gu4 shen4 qi2 ci2
孤身只影   gu1 shen1 zhi1 ying3
古圣先贤   gu3 sheng4 xian1 xian2
古是今非   gu3 shi4 jing1 fei1
骨瘦如柴   gu3 shou4 ru2 chai2
骨瘦如豺   gu3 shou4 ru2 chai2
骨瘦形销   gu3 shou4 xing2 xiao1
鼓衰力尽   gu3 shuai1 li4 jin4
故态复还   gu4 tai4 fu4 huan2
故态复萌   gu4 tai4 fu4 meng2
故态复作   gu4 tai4 fu4 null
骨腾肉飞   gu3 teng2 rou4 fei1
骨头骨脑   gu2 tou0 gu3 nao3
骨头架子   gu2 tou0 jia4 zi0
故土难离   gu4 tu3 nan2 li2
孤豚腐鼠   gu1 tun2 fu3 shu3
古往今来   gu3 wang3 jin1 lai2
姑妄听之   gu1 wang4 ting1 zhi1
姑妄言之   gu1 wang4 yan2 zhi1
古为今用   gu3 wei2 jin1 yong4
孤文断句   gu1 wen2 duan4 ju4
鼓吻奋爪   gu3 wen3 fen4 zhao3
古文经学   gu3 wen2 jing1 xue2
鼓吻弄舌   gu3 wen3 nong4 she2
孤文只义   gu1 wen2 zhi1 yi4
故我依然   gu4 wo3 yi1 ran2
鼓舞欢忻   gu3 wu3 huan1 xin1
鼓舞欢欣   gu3 wu3 huan1 xin1
鼓舞人心   gu3 wu3 ren2 xin1
姑息养奸   gu1 xi1 yang3 jian1
古稀之年   gu3 xi1 zhi1 nian2
顾小失大   gu4 xiao3 shi1 da4
蛊心丧志   gu3 xin1 sang4 zhi4
孤形吊影   gu1 xing2 diao4 ying3
孤行己见   gu1 xing2 ji3 jian4
孤行己意   gu1 xing2 ji3 yi4
孤行一意   gu1 xing2 yi1 yi4
孤悬浮寄   gu1 xuan2 fu2 ji4
孤悬客寄   gu1 xuan2 ke4 ji4
孤学坠绪   gu1 xue2 zhui4 xu4
瞽言萏议   gu3 yan2 dan4 yi4
鼓眼努睛   gu3 yan3 nu3 jing1
瞽言妄举   gu3 yan2 wang4 ju3
姑射神人   gu1 ye4 shen2 ren2
孤阴独阳   gu1 yin1 du2 yang2
固阴冱寒   gu4 yin1 hu4 han2
顾影惭形   gu4 ying3 can2 xing2
顾景惭形   gu4 ying3 can2 xing2
顾影弄姿   gu4 ying3 nong4 zi1
顾影自怜   gu4 ying3 zi4 lian2
沽誉钓名   gu1 yu4 diao4 ming2
沽誉买直   gu1 yu4 mai3 zhi2
鼓乐齐鸣   gu3 yue4 qi2 ming2
鼓乐喧天   gu3 yue4 xuan1 tian1
孤云野鹤   gu1 yun2 ye3 he4
股战而栗   gu3 zhan4 er2 li4
孤掌难鸣   gu1 zhang3 nan2 ming2
股掌之上   gu3 zhang3 zhi1 shang4
固执成见   gu4 zhi2 cheng2 jian4
固执己见   gu4 zhi2 ji3 jian4
姑置勿论   gu1 zhi4 wu4 lun4
骨重神寒   gu3 zhong4 shen2 han2
孤舟独桨   gu1 zhou1 du2 jiang3
孤注一掷   gu1 zhu4 yi1 zhi4
故作端庄   gu4 null duan1 zhuang1
故作高深   gu4 null gao1 shen1
故作玄虚   gu4 null xuan2 xu1
故作姿态   gu4 null zi1 tai4
寡不敌众   gua3 bu4 di2 zhong4
寡不胜众   gua3 bu4 sheng4 zhong4
刮肠洗胃   gua1 chang2 xi3 wei4
瓜畴芋区   gua1 chou2 yu4 qu1
挂灯结彩   gua4 deng1 jie2 cai3
瓜瓞绵绵   gua1 die2 mian2 mian2
挂肚牵肠   gua4 du4 qian1 chang2
挂肚牵心   gua4 du4 qian1 xin1
寡二少双   gua3 er4 shao3 shuang1
瓜分鼎峙   gua1 fen1 ding3 zhi4
瓜分豆剖   gua1 fen1 dou4 pou1
寡凫单鹄   gua3 fu2 dan1 hu2
寡妇脸子   gua3 fu4 lian3 zi3
瓜葛相连   gua1 ge2 xiang1 lian2
刮垢磨光   gua1 gou4 mo2 guang1
刮垢磨痕   gua1 gou4 mo2 hen2
刮骨抽筋   gua1 gu3 chou1 jin1
刮骨疗毒   gua1 gu3 liao2 du2
刮骨去毒   gua1 gu3 qu4 du2
呱呱堕地   gu1 gu1 duo4 di4
刮刮匝匝   gua1 gua1 za1 za1
刮刮咂咂   gua1 gua1 za1 za1
刮刮杂杂   gua1 gua1 za2 za2
刮刮拶拶   gua1 gua1 za1 za1
刮刮燥燥   gua1 gua1 zao4 zao4
挂冠归去   gua4 guan1 gui1 qu4
挂冠求去   gua4 guan1 qiu2 qu4
寡鹄孤鸾   gua3 hu2 gu1 luan2
寡见少闻   gua3 jian4 shao3 wen2
寡见鲜闻   gua3 jian4 xian3 wen2
瓜李之嫌   gua1 li3 zhi1 xian2
瓜连蔓引   gua1 lian2 man4 yin3
寡廉鲜耻   gua3 lian2 xian3 chi3
刮毛龟背   gua1 mao2 gui1 bei4
刮目相待   gua1 mu4 xiang1 dai4
刮目相见   gua1 mu4 xiang1 jian4
刮目相看   gua1 mu4 xiang1 kan4
瓜剖豆分   gua1 pou1 dou4 fen1
瓜剖碁布   gua1 pou1 qi2 bu4
寡情薄意   gua3 qing2 bao2 yi4
瓜区豆分   gua1 qu1 dou4 fen1
寡人之疾   gua3 ren2 zhi1 ji2
瓜熟蒂落   gua1 shu2 di4 luo4
瓜田李下   gua1 tian2 li3 xia4
瓜田之嫌   gua1 tian2 zhi1 xian2
寡闻少见   gua3 wen2 shao3 jian4
挂席为门   gua4 xi2 wei2 men2
寡信轻诺   gua3 xin4 qing1 nuo4
瓜衍之赏   gua1 yan3 zhi1 null
刮野扫地   gua1 ye3 sao3 di4
挂一钩子   gua4 yi1 gou1 zi0
挂一漏万   gua4 yi1 lou4 wan4
挂印悬牌   gua4 yin4 xuan2 pai2
刮语烧书   gua1 yu3 shao1 shu1
瓜字初分   gua1 zi4 chu1 fen1
乖唇蜜舌   guai1 chun2 mi4 she2
怪诞不经   guai4 dan4 bu4 jing1
怪诞诡奇   guai4 dan4 gui3 qi2
怪怪奇奇   guai4 guai4 qi2 qi2
怪里怪气   guai4 li0 guai4 qi4
怪力乱神   guai4 li4 luan4 shen2
拐良为娼   guai3 liang2 wei2 chang1
怪模怪样   guai4 mu2 guai4 yang4
乖僻邪谬   guai1 pi4 xie2 miu4
怪声怪气   guai4 sheng1 guai4 qi4
怪事咄咄   guai4 shi4 duo1 duo1
拐弯抹角   guai3 wan1 mo4 jiao3
怪形怪状   guai4 xing2 guai4 zhuang4
怪雨盲风   guai4 yu3 mang2 feng1
乖嘴蜜舌   guai1 zui3 mi4 she2
管鲍分金   guan3 bao4 fen1 jin1
官报私仇   guan1 bao4 si1 chou2
管鲍之交   guan3 bao4 zhi1 jiao1
官卑职小   guan1 bei1 zhi2 xiao3
官偪民反   guan1 beng4 min2 fan3
官逼民反   guan1 bi1 min2 fan3
棺殡椁葬   guan1 bin4 guo3 zang4
棺材瓤子   guan1 cai2 rang2 zi3
棺材楦子   guan1 cai2 xuan4 zi3
棺材座子   guan1 cai2 null zi3
官仓老鼠   guan1 cang1 lao2 shu3
观场矮人   guan1 chang3 ai3 ren2
官场如戏   guan1 chang3 ru2 xi4
管城毛颖   guan3 cheng2 mao2 ying3
贯穿今古   guan4 chuan1 jin1 gu3
贯穿融会   guan4 chuan1 rong2 hui4
贯斗双龙   guan4 dou4 shuang1 long2
官法如炉   guan1 fa3 ru2 lu2
观风察俗   guan1 feng1 cha2 su2
灌夫骂坐   guan4 fu1 ma4 null
灌夫骂座   guan4 fu1 ma4 null
官复原职   guan1 fu4 yuan2 zhi2
冠盖如云   guan1 gai4 ru2 yun2
冠盖相望   guan1 gai4 xiang1 wang4
关弓盘马   guan1 gong1 pan2 ma3
鳏寡孤独   guan1 gua3 gu1 du2
鳏寡孤惸   guan1 gua3 gu1 di4
鳏寡孤茕   guan1 gua3 gu1 qiong2
鳏寡惸独   guan1 gua3 gu1 du2
鳏寡茕独   guan1 gua3 qiong2 du2
官官相护   guan1 guan1 xiang1 hu4
官官相为   guan1 guan1 xiang1 wei2
官官相卫   guan1 guan1 xiang1 wei4
观过知仁   guan1 guo4 zhi1 ren2
官虎吏狼   guan1 hu3 li4 lang2
观化听风   guan1 hua4 ting1 feng1
关怀备至   guan1 huai2 bei4 zhi4
观机而动   guan1 ji1 er2 dong4
观机而作   guan1 ji1 er2 null
管见所及   guan3 jian4 suo3 ji2
纶巾羽扇   guan1 jin1 yu3 shan4
冠屦倒施   guan4 ju4 dao3 shi1
冠绝一时   guan4 jue2 yi1 shi2
灌口二郎   guan4 kou3 er4 lang2
管窥筐举   guan3 kui1 kuang1 ju3
管窥蠡测   guan3 kui1 li2 ce4
管窥蛙见   guan3 kui1 wa1 jian4
管窥之见   guan3 kui1 zhi1 jian4
管窥之说   guan3 kui1 zhi1 shuo1
管蠡窥测   guan3 li2 kui1 ce4
官僚主义   guan1 liao2 zhu3 yi4
官僚资本   guan1 liao2 zi1 ben3
冠履倒易   guan1 lü3 dao4 yi4
冠履倒置   guan1 lü3 dao4 zhi4
关马郑白   guan1 ma3 zheng4 bai2
观貌察色   guan1 mao4 cha2 se4
观眉说眼   guan1 mei2 shuo1 yan3
关门闭户   null men2 bi4 hu4
关门打狗   guan1 men2 da3 gou3
关门大吉   guan1 men2 da4 ji2
关门弟子   guan1 men2 di4 zi3
关门落闩   guan1 men2 luo4 shuan1
关门主义   guan1 men2 zhu3 yi4
官迷心窍   guan1 mi2 xin1 qiao4
冠冕堂皇   guan1 mian3 tang2 huang2
管宁割席   guan3 ning2 ge1 xi2
冠袍带履   guan1 pao2 dai4 lü3
关情脉脉   guan1 qing2 mai4 mai4
官轻势微   guan1 qing1 shi4 wei1
官情纸薄   guan1 qing2 zhi3 bao2
冠山戴粒   guan4 shan1 dai4 li4
关山飞渡   guan1 shan1 fei1 du4
关山迢递   guan1 shan1 tiao2 di4
观山玩水   guan1 shan1 wan2 shui3
观山翫水   guan1 shan1 wan4 shui3
关山阻隔   guan1 shan1 zu3 ge2
冠上加冠   guan1 shang4 jia1 guan1
冠上履下   guan1 shang4 lü3 xia4
官使妇人   guan1 shi3 fu4 ren2
管谁筋疼   guan3 shui2 jin1 teng2
官塘大路   guan1 tang2 da4 lu4
贯通融会   guan4 tong1 rong2 hui4
管秃唇焦   guan3 tu1 chun2 jiao1
观望不前   guan1 wang4 bu4 qian2
观往知来   guan1 wang3 zhi1 lai2
关西孔子   guan1 xi1 kong3 zi3
关心民瘼   guan1 xin1 min2 mo4
观衅伺隙   guan1 xin4 si4 xi4
观形察色   guan1 xing2 cha2 se4
贯朽粟陈   guan4 xiu3 su4 chen2
贯朽粟腐   guan4 xiu3 su4 fu3
贯朽粟红   guan4 xiu3 su4 hong2
官样文章   guan1 yang4 wen2 zhang1
贯颐备戟   guan4 yi2 bei4 ji3
惯一不着   guan4 yi1 bu4 zhao2
贯颐奋戟   guan4 yi2 fen4 ji3
观音大士   guan1 yin1 da4 shi4
贯盈恶稔   guan4 ying2 e4 ren3
观隅反三   guan1 yu2 fan3 san1
鳏鱼渴凤   guan1 yu2 ke3 feng4
贯鱼之次   guan4 yu2 zhi1 ci4
贯鱼之序   guan4 yu2 zhi1 xu4
贯月之辰   guan4 yue4 zhi1 chen2
官运亨通   guan1 yun4 heng1 gong1
观者成堵   guan1 zhe3 cheng2 du3
观者如堵   guan1 zhe3 ru2 du3
观者如垛   guan1 zhe3 ru2 duo3
观者如市   guan1 zhe3 ru2 shi4
观者如云   guan1 zhe3 ru2 yun2
观者如织   guan1 zhe3 ru2 zhi1
观者云集   guan1 zhe3 yun2 ji2
官止神行   guan1 zhi3 shen2 xing2
管中窥豹   guan3 zhong1 kui1 bao4
管中窥天   guan3 zhong1 kui1 tian1
管仲随马   guan3 zhong4 sui2 ma3
棺中悬镜   guan1 zhong1 xuan2 jing4
冠状动脉   guan1 zhuang4 dong4 mai4
馆子门条   guan3 zi3 men2 tiao2
广播电台   guang3 bo1 dian4 tai2
光彩夺目   guang1 cai3 duo2 mu4
光采夺目   guang1 cai3 duo2 mu4
光彩陆离   guang1 cai3 lu4 li2
光彩耀目   guang1 cai3 yao4 mu4
光彩溢目   guang1 cai3 yi4 mu4
光车骏马   guang1 che1 jun4 ma3
光赤净杆   guang1 chi4 jing4 gan3
广而言之   guang3 er2 yan2 zhi1
光风霁月   guang1 feng1 ji4 yue4
光复旧物   guang1 fu4 jiu4 wu4
光杆司令   guang1 gan3 si1 ling4
光怪陆离   guang1 guai4 lu4 li2
光光荡荡   guang1 guang1 dang4 dang4
光棍一条   guang1 gun4 yi1 tiao2
广寒仙子   guang3 han2 xian1 zi3
光华夺目   guang1 hua2 duo2 mu4
光辉灿烂   guang1 hui1 can4 lan4
广见洽闻   guang3 jian4 qia4 wen2
广结良缘   guang3 jie2 liang2 yuan2
广开才路   guang3 kai1 cai2 lu4
广开言路   guang3 kai1 yan2 lu4
光可鉴人   guang1 ke3 jian4 ren2
广陵散绝   guang3 ling2 san3 jue2
光芒万丈   guang1 mang2 wan4 zhang4
光明洞彻   guang1 ming2 dong4 che4
光明磊落   guang1 ming2 lei3 luo4
光明正大   guang1 ming2 zheng4 da4
广谋从众   guang3 mou2 cong2 zhong4
广譬曲谕   guang3 pi4 qu3 yu4
光前绝后   guang1 qian2 jue2 hou4
光前启后   guang1 qian2 qi3 hou4
光前裕后   guang1 qian2 yu4 hou4
广厦万间   guang3 sha4 wan4 jian1
光天化日   guang1 tian1 hua4 ri4
广庭大众   guang3 ting2 da4 zhong4
广土众民   guang3 tu3 zhong4 min2
广文先生   guang3 wen2 xian1 sheng0
广夏细旃   guang3 xia4 xi4 zhan1
光纤通信   guang1 xian1 tong1 xin4
光焰万丈   guang1 yan4 wan4 zhang4
光阴荏苒   guang1 yin1 ren3 ran3
光阴如箭   guang1 yin1 ru2 jian4
光阴似箭   guang1 yin1 si4 jian4
广种薄收   guang3 zhong4 bo2 shou1
光宗耀祖   guang1 zong1 yao4 zu3
诡变多端   gui3 bian4 duo1 duan1
贵不可言   gui4 bu4 ke3 yan2
贵不期骄   gui4 bu4 qi1 jiao1
贵不召骄   gui4 bu4 zhao4 jiao1
龟长于蛇   gui1 chang2 yu2 she2
鬼吵鬼闹   gui3 chao3 gui3 nao4
规重矩叠   gui1 chong2 ju3 die2
鬼出电入   gui3 chu1 dian4 ru4
贵出贱收   gui4 chu1 jian4 shou1
鬼出神入   gui3 chu1 shen2 ru4
诡诞不经   gui3 dan4 bu4 jing1
佹得佹失   gui3 de2 gui3 shi1
桂殿兰宫   gui4 dian4 lan2 gong1
贵而贱目   gui4 er2 jian4 mu4
贵耳贱目   gui4 er3 jian4 mu4
鬼风疙瘩   gui3 feng1 ge1 da1
桂馥兰香   gui4 fu4 lan2 xiang1
鬼斧神工   gui3 fu3 shen2 gong1
柜格之松   gui4 ge2 zhi1 song1
归根到底   gui1 gen1 dao4 di3
归根结底   gui1 gen1 jie2 di3
归根结柢   gui1 gen1 jie2 di3
归根结蒂   gui1 gen1 jie2 di4
归根究柢   gui1 gen1 jiu1 di3
桂宫兰殿   gui4 gong1 lan2 dian4
鬼工雷斧   gui3 gong1 lei2 fu3
鬼功神力   gui3 gong1 shen2 li4
贵古贱今   gui4 gu3 jian4 jin1
鬼鬼啾啾   gui3 gui3 jiu1 jiu1
规规矩矩   gui1 gui1 ju3 ju3
鬼鬼溜溜   gui3 gui3 liu1 liu1
规规默默   gui1 gui1 mo4 mo4
鬼鬼祟祟   gui3 gui3 sui4 sui4
鬼鬼头头   gui3 gui3 tou2 tou2
鬼鬼魆魆   gui3 gui3 xu1 xu1
龟鹤遐龄   gui1 he4 xia2 ling2
龟鹤遐寿   gui1 he4 xia2 shou4
鬼话连篇   gui3 hua4 lian2 pian1
瞶祸翫灾   gui4 huo4 wan4 zai1
鬼计百端   gui3 ji4 bai3 duan1
诡计多端   gui3 ji4 duo1 duan1
鬼计多端   gui3 ji4 duo1 duan1
贵极人臣   gui4 ji2 ren2 chen2
龟甲屏风   gui1 jia2 ping2 feng1
贵贱高下   gui4 jian4 gao1 xia4
贵贱无常   gui4 jian4 wu2 chang2
贵贱无二   gui4 jian4 wu2 null
圭角岸然   gui1 jiao3 an4 ran2
圭角不露   gui1 jiao3 bu4 lu4
桂酒椒浆   gui4 jiu3 jiao1 jiang1
规矩钩绳   gui1 ju3 gou1 sheng2
规矩绳墨   gui1 ju3 sheng2 mo4
规矩准绳   gui1 ju3 zhun3 sheng2
诡谲多变   gui3 jue2 duo1 bian4
诡谲怪诞   gui3 jue2 guai4 dan4
鬼瞰高明   gui3 kan4 gao1 ming2
鬼瞰其室   gui3 kan4 qi2 shi4
鬼刻神劖   gui3 ke4 shen2 chan2
鬼哭狼嗥   gui3 ku1 lang2 hao2
鬼哭狼嚎   gui3 ku1 lang2 hao2
鬼哭神愁   gui3 ku1 shen2 chou2
鬼哭神号   gui3 ku1 shen2 hao4
鬼哭神嚎   gui3 ku1 shen2 hao2
鬼哭神惊   gui3 ku1 shen2 jing1
鬼哭粟飞   gui3 ku1 su4 fei1
鬼哭天愁   gui3 ku1 tian1 chou2
鬼烂神焦   gui3 lan4 shen2 jiao1
归了包堆   gui1 le0 bao1 dui1
龟冷搘床   gui1 leng3 zhi1 chuang2
龟冷支床   gui1 leng3 zhi1 chuang2
归里包堆   gui1 li3 bao1 dui1
鬼里鬼气   gui3 li3 gui3 qi4
桂林杏苑   gui4 lin2 xing4 yuan4
桂林一枝   gui4 lin2 yi1 zhi1
龟龄鹤算   gui1 ling2 he4 suan4
龟龙鳞凤   gui1 long2 lin2 feng4
龟龙麟凤   gui1 long2 lin2 feng4
龟龙片甲   gui1 long2 pian4 jia3
归马放牛   gui1 ma3 fang4 niu2
贵卖贱买   gui4 mai4 jian4 mai3
龟毛兔角   gui1 mao2 tu4 jiao3
鬼魅伎俩   gui3 mei4 ji4 liang3
诡秘莫测   gui3 mi4 mo4 ce4
鬼迷心窍   gui3 mi2 xin1 qiao4
鬼摸脑壳   gui3 mo1 nao3 ke2
鬼魔三道   gui3 mo2 san1 dao4
刿目怵心   gui4 mu4 chu4 xin1
刿目鉥心   gui4 mu4 xu4 xin1
龟年鹤寿   gui1 nian2 he4 shou4
龟年鹤算   gui1 nian2 he4 suan4
贵农贱商   gui4 nong2 jian4 shang1
鬼怕恶人   gui3 pa4 er4 null
归奇顾怪   gui1 qi2 gu4 guai4
鬼泣神号   gui3 qi4 shen2 hao4
鬼泣神嚎   gui3 qi4 shen2 hao2
规卿希牧   gui1 qing1 xi1 mu4
规求无度   gui1 qiu2 wu2 du4
归去来兮   gui1 qu4 lai2 xi1
归去来子   gui1 qu4 lai2 zi3
归全反真   gui1 quan2 fan3 zhen1
贵人多忘   gui4 ren2 duo1 wang4
贵人贱己   gui4 ren2 jian4 ji3
贵人善忘   gui4 ren2 shan4 wang4
贵少贱老   gui4 shao3 jian4 lao3
桂折兰摧   gui4 she2 lan2 cui1
鬼设神使   gui3 she4 shen2 shi3
桂折一枝   gui4 she2 yi1 zhi1
鬼神不测   gui3 shen2 bu4 ce4
鬼神莫测   gui3 shen2 mo4 ce4
规绳矩墨   gui1 sheng2 ju3 mo4
归十归一   gui1 shi2 gui1 yi1
鬼使神差   gui3 shi3 shen2 chai1
鬼宿渡河   gui3 su4 du4 he2
桂髓椒浆   gui4 sui3 jiao1 jiang1
规天矩地   gui1 tian1 ju3 di4
鬼头鬼脑   gui3 tou2 gui3 nao3
鬼头滑脑   gui3 tou2 hua2 nao3
鬼头魔眼   gui3 tou2 mo2 yan3
贵王贱霸   gui4 wang2 jian4 ba4
龟文鸟迹   gui1 wen2 niao3 ji4
轨物范世   gui1 wu4 fan4 shi4
规贤矩圣   gui1 xian2 ju3 sheng4
诡衔窃辔   gui3 xian2 qie4 pei4
归邪转曜   gui1 xie2 zhuan3 yao4
刿心怵目   gui4 xin1 chu4 mu4
刿心刳肺   gui4 xin1 ku1 fei4
刿心刳腹   gui4 xin1 ku1 fu4
归心如箭   gui1 xin1 ru2 jian4
归心似箭   gui1 xin1 si4 jian4
刿心鉥肾   gui4 xin1 xu4 shen4
桂薪玉粒   gui4 xin1 yu4 li4
鬼形怪状   gui3 xing2 guai4 zhuang4
规行矩步   gui1 xing2 ju3 bu4
规行矩止   gui1 xing2 ju3 zhi3
诡形奇制   gui3 xing2 qi2 zhi4
鬼星石室   gui3 xing1 shi2 shi4
佹形僪状   gui3 xing2 yu4 zhuang4
刿鉥肝肾   gui4 xu4 gan1 shen4
刿鉥心腑   gui4 xu4 xin1 fu3
规旋矩折   gui1 xuan2 ju3 she2
癸穴庚涡   gui3 xue2 geng1 wo1
诡雅异俗   gui3 ya3 yi4 su2
龟厌不告   gui1 yan4 bu4 gao4
诡言浮说   gui3 yan2 fu2 shuo1
规言矩步   gui1 yan2 ju3 bu4
瑰意奇行   gui1 yi4 qi2 xing2
瑰意琦行   gui1 yi4 qi2 xing2
贵阴贱璧   gui4 yin1 jian4 bi4
闺英闱秀   gui1 ying1 wei2 xiu4
龟玉毁椟   gui1 yu4 hui3 du2
鬼蜮伎俩   gui3 yu4 ji4 liang3
鬼蜮技俩   gui3 yu4 ji4 liang3
桂玉之地   gui4 yu4 zhi1 di4
贵远鄙近   gui4 yuan3 bi3 jin4
贵远贱近   gui4 yuan3 jian4 jin4
规圆矩方   gui1 yuan2 ju3 fang1
贵在知心   gui4 zai4 zhi1 xin1
鬼咤狼嚎   gui3 zha4 lang2 hao2
鬼张鬼智   gui3 zhang1 gui3 zhi4
归帐路头   gui1 zhang4 lu4 tou2
圭璋特达   gui1 zhang1 te4 da2
珪璋特达   gui1 zhang1 te4 da2
归真反朴   gui1 zhen1 fan3 pu3
归真反璞   gui1 zhen1 fan3 pu2
归真返璞   gui1 zhen1 fan3 pu2
鬼阵头风   gui3 zhen4 tou2 feng1
归正邱首   gui1 zheng4 qiu1 shou3
归正守丘   gui1 zheng4 shou3 qiu1
归正首丘   gui1 zheng4 shou3 qiu1
归正首邱   gui1 zheng4 shou3 qiu1
桂枝片玉   gui4 zhi1 pian4 yu4
归之若水   gui1 zhi1 ruo4 shui3
规重矩迭   gui1 zhong4 ju3 die2
鬼抓狼嚎   gui3 zhua1 lang2 hao2
贵壮贱老   gui4 zhuang4 jian4 lao3
贵壮贱弱   gui4 zhuang4 jian4 ruo4
桂子兰孙   gui4 zi3 lan2 sun1
桂子飘香   gui4 zi3 piao1 xiang1
滚瓜儿圆   gun3 gua1 er2 yuan2
滚瓜烂熟   gun3 gua1 lan4 shu2
滚瓜流水   gun3 gua1 liu2 shui3
滚瓜流油   gun3 gua1 liu2 you2
滚瓜溜圆   gun3 gua1 liu1 yuan2
滚滚滔滔   gun3 gun3 tao1 tao1
衮衮诸公   gun3 gun3 zhu1 gong1
衮实无阙   gun3 shi2 wu2 que4
衮衣西归   gun3 yi1 xi1 gui1
衮衣绣裳   gun3 yi1 xiu4 chang2
衮衣以归   gun3 yi1 yi3 gui1
滚圆溜胖   gun3 yuan2 liu1 pang4
国步艰难   guo2 bu4 jian1 nan2
国不堪贰   guo0 bu0 kan0 er0
果不其然   guo3 bu0 qi2 ran2
国仇家恨   guo2 chou2 jia1 hen4
过此以往   guo4 ci3 yi3 wang3
过从甚密   guo4 cong2 shen4 mi4
过都历块   guo4 du1 li4 kuai4
过而能改   guo4 er2 neng2 gai3
国尔忘家   guo2 er3 wang4 jia1
国而忘家   guo2 er2 wang4 jia1
国耳忘家   guo2 er3 wang4 jia1
国防文学   guo2 fang2 wen2 xue2
国富兵强   guo2 fu4 bing1 qiang2
过府冲州   guo4 fu3 chong1 zhou1
国富民安   guo2 fu4 min2 an1
国富民丰   guo2 fu4 min2 feng1
国富民强   guo2 fu4 min2 qiang2
过关斩将   guo4 guan1 zhan3 jiang4
虢国夫人   guo2 guo2 fu1 ren2
聒聒焦焦   guo1 guo1 jiao1 jiao1
过海和尚   guo4 hai3 he2 shang4
过河拆桥   guo4 he2 chai1 qiao2
过河卒子   guo4 he2 zu2 zi3
过化存神   guo4 hua4 cun2 shen2
郭伋待期   guo1 ji2 dai4 qi1
国际法院   guo2 ji4 fa3 yuan4
国计民生   guo2 ji4 min2 sheng1
国忌行香   guo2 ji4 xing2 xiang1
国家栋梁   guo2 jia1 dong4 liang2
郭家金穴   guo1 jia1 jin1 xue2
国将不国   guo2 jiang1 bu4 guo2
过江仆射   guo4 jiang1 pu2 ye4
过江之鲫   guo4 jiang1 zhi1 ji4
过江之鲗   guo4 jiang1 zhi1 zei2
裹脚条子   guo3 jiao3 tiao2 zi0
过街老鼠   guo4 jie1 lao3 shu3
过筋过脉   guo4 jin1 guo4 mai4
郭景飞仙   guo1 jing3 fei1 xian1
过来过去   guo4 lai2 guo4 qu4
过来过往   guo4 lai2 guo4 wang3
裹粮坐甲   guo3 liang2 null jia3
过路财神   guo4 lu4 cai2 shen2
过门不入   guo4 men2 bu4 ru4
过目不忘   guo4 mu4 bu4 wang4
过目成诵   guo4 mu4 cheng2 song4
国难当头   guo2 nan4 dang1 tou2
国破家亡   guo2 po4 jia1 wang2
过桥拆桥   guo4 qiao2 chai1 qiao2
过桥抽板   guo4 qiao2 chou1 ban3
果然如此   guo3 ran2 ru2 ci3
果如所料   guo3 ru2 suo3 liao4
国色天香   guo2 se4 tian1 xiang1
国色天姿   guo2 se4 tian1 zi1
过甚其词   guo4 shen4 qi2 ci2
过甚其辞   guo4 shen4 qi2 ci2
过时黄花   guo4 shi2 huang2 hua1
裹尸马革   guo3 shi1 ma3 ge2
过失杀人   guo4 shi1 sha1 ren2
国士无双   guo2 shi4 wu2 shuang1
过市招摇   guo4 shi4 zhao1 yao2
果熟蒂落   guo3 shu2 di4 luo4
郭泰碑铭   guo1 tai4 bei1 ming2
国泰民安   guo2 tai4 min2 an1
过庭之训   guo4 ting2 zhi1 xun4
裹头内人   guo3 tou2 nei4 ren2
过屠大嚼   guo4 tu2 da4 jiao2
郭隗请始   guo1 wei3 qing3 shi3
过为已甚   guo4 wei2 yi3 shen4
过午不食   guo4 wu3 bu4 shi2
国无二君   guo2 wu2 er4 jun1
国无宁日   guo2 wu2 ning2 ri4
过隙白驹   guo4 xi1 bai2 ju1
果下之乘   guo3 xia4 zhi1 cheng2
果刑信赏   guo3 xing2 xin4 null
果行育德   guo3 xing2 yu4 de2
裹血力战   guo3 xue4 li4 zhan4
过眼烟云   guo4 yan3 yan1 yun2
过眼云烟   guo4 yan3 yun2 yan1
